Page number,City,Neighborhood,Size,Number of rooms,Floor number,Taxes,Price,Room mates,Furniture,Elevator,Air conditioner,Parking,Balcony,Bars,Shelter,Storeroom,Renovated,Boiler,Pets allowed
683635,חיפה,נווה יוסף,60,3,3,500,2000,0,1,0,1,1,0,0,0,0,0,1,0
683634,תל אביב יפו,ויצמן,85,3,3,0,9500,0,1,0,1,0,0,0,0,0,0,1,0
683633,באר שבע,שכונה ט,76,3,6,640,2600,0,1,1,1,1,0,0,0,0,0,1,0
683632,בת ים,בית וגן,83,3,1,888,4500,0,1,1,1,0,0,0,0,0,0,1,0
683631,חולון,אגרובנק ,50,25,0,0,3800,0,0,0,1,0,0,1,0,0,0,0,0
683629,הרצליה,מרינה,110,4,1,1000,19000,1,1,1,1,1,1,0,1,0,1,0,0
683628,הרצליה,מרינה,110,4,1,1000,19000,1,1,1,1,1,1,0,1,0,1,0,0
683627,באר שבע,שכונה ד',100,4,3,50,1033,1,1,0,1,1,0,1,0,1,1,1,0
683626,הרצליה,מרינה,110,4,1,1000,19000,1,1,1,1,1,1,0,1,0,1,0,0
683625,תל אביב יפו,המשתלה,70,3,1,0,7000,1,0,1,1,1,1,1,1,0,0,1,1
683624,תל אביב יפו,הצפון הישן,60,3,0,450,7500,0,0,0,1,1,0,0,0,0,0,0,0
683623,רמת גן,המתמיד,67,25,2,0,4900,1,0,0,1,0,1,0,0,0,1,1,0
683622,רמת גן,המתמיד,67,25,2,0,4900,1,0,0,1,0,1,0,0,0,1,1,0
683621,יהוד מונוסון,מרכז,140,4,3,0,5000,0,1,1,1,1,1,0,0,0,1,1,0
683620,בת ים,שיכון ותיקים,80,35,1,820,5500,0,1,1,1,1,0,1,0,0,1,1,0
683618,אור יהודה,9,30,1,0,0,2500,0,1,0,1,1,0,0,0,0,1,0,1
683611,צפת,העיר העתיקה,55,25,0,300,2600,0,0,0,1,0,1,0,0,0,1,0,1
683610,צפת,העיר העתיקה,55,25,0,300,2600,0,0,0,1,0,1,0,0,0,1,0,1
683603,תל אביב יפו,הצפון הישן,40,1,1,0,5000,0,1,1,1,1,0,1,0,0,1,0,1
683598,חולון,אגרובנק,95,4,3,0,6500,0,0,1,1,1,0,0,0,0,1,1,0
683596,לוד,חיסכון ג',74,3,0,450,3000,1,0,0,1,1,1,1,0,0,1,1,0
683595,תל אביב יפו,עזרא,55,2,2,0,4000,0,1,0,1,0,0,0,1,0,0,1,0
683594,תל אביב יפו,הצפון הישן,0,1,2,0,2400,0,1,1,1,1,0,0,0,0,1,1,0
683593,לוד,נווה זית,100,4,1,0,5000,1,0,0,1,1,1,1,0,1,1,1,0
683589,בית שמש,קרית אריה שיינפלד,80,35,7,200,3100,0,0,1,1,1,0,1,0,0,0,1,0
683588,בת ים,שיכון ותיקים,80,35,0,820,5500,0,1,1,1,1,0,1,0,0,1,1,0
683587,תל אביב יפו,נווה שאנן,52,2,0,370,4300,0,0,0,1,0,1,0,0,0,1,0,0
683586,באר שבע,פארק הנחל,110,4,5,1200,3400,0,0,1,1,1,1,1,1,0,0,1,0
683584,בת ים,צפון מערב,89,3,0,0,4200,0,0,0,1,0,0,1,0,0,0,0,0
683583,בת ים,שדרות העצמאות ,100,4,1,0,5800,0,0,1,1,1,0,1,0,0,1,1,0
683581,חריש,בצוותא,78,3,4,0,2800,0,0,1,1,1,1,0,1,1,0,1,0
683580,חריש,בצוותא,78,3,4,0,2800,0,0,1,1,1,1,0,1,1,0,1,0
683579,אשדוד,רובע ח',78,3,3,0,3500,0,0,0,1,1,0,0,0,0,1,1,0
683578,חדרה,האוצר,95,35,3,759,3400,1,1,0,0,1,0,0,0,1,1,1,1
683577,אשתאול,נחל חלילים,80,4,0,0,4500,1,0,0,1,1,1,0,0,0,1,1,0
683576,בת ים,דרום מערב,70,25,4,740,3600,0,1,0,1,1,0,0,0,0,0,1,1
683575,חולון,גרין,60,3,2,600,3800,1,1,0,1,1,0,1,0,0,1,1,0
683573,רמת גן,תל יהודה,60,3,2,470,4700,1,0,0,1,0,0,0,0,0,1,1,0
683572,תל אביב יפו,רמת אביב ג,100,4,0,900,7500,0,1,1,1,1,0,1,0,0,0,1,0
683571,תל אביב יפו,יד אליהו,130,4,1,600,7800,1,1,1,1,1,1,0,0,0,0,0,1
683569,אשדוד,רובע א',20,1,0,0,800,0,0,0,0,0,0,0,0,1,0,0,0
683568,צפת,מרכז העיר,70,3,0,0,2000,0,0,0,1,1,1,0,0,0,0,0,0
683567,תל אביב יפו,בבלי,45,3,0,0,5500,0,0,0,1,0,0,1,0,0,0,0,0
683566,קרית אונו,אונו ואלי,84,3,2,0,6000,0,0,1,1,1,1,0,1,0,0,0,0
683565,קריית גת,דוד המלך,105,4,8,0,4000,1,0,1,1,1,1,0,1,1,1,1,0
683562,רמת גן,בורוכוב,60,3,0,380,5500,0,1,0,1,0,0,0,0,0,1,1,0
683561,תל אביב יפו,רמת הטייסים,100,4,5,0,6500,1,0,1,1,1,1,0,1,1,1,1,1
683560,גבעתיים,בורוכוב,32,15,2,0,2850,0,0,0,1,1,0,0,0,0,0,0,0
683559,גבעתיים,בורוכוב,32,15,2,0,2850,0,0,0,1,1,0,0,0,0,0,0,0
683558,קרית מוצקין,מוצקין הותיקה,50,2,0,0,2300,0,1,0,1,1,0,0,0,0,1,0,0
683555,אשקלון,נווה אילן,50,15,9,0,2500,0,1,1,1,1,1,1,0,1,1,1,0
683554,באר שבע,ו`,72,3,2,528,2500,1,1,0,1,1,0,1,1,1,0,1,1
683553,פתח תקווה,המרכז השקט,75,3,2,580,3900,0,1,0,1,1,1,0,0,0,1,1,0
683552,באר שבע,שכונה ה,72,3,3,0,2370,0,0,0,0,1,0,0,0,0,1,0,0
683551,באר שבע,שכונה ה,72,3,3,0,2370,0,0,0,0,1,0,0,0,0,1,0,0
683550,ירושלים,גילה,57,3,3,780,3300,1,0,0,1,0,0,1,0,1,0,1,0
683549,תל אביב יפו,יפו ג' - נווה גולן,55,25,2,0,4300,0,1,0,1,1,0,0,0,0,1,0,1
683548,תל אביב יפו,יפו ג' - נווה גולן,55,25,2,0,4300,0,1,0,1,1,0,0,0,0,1,0,1
683547,חיפה,הדר,50,2,1,1,2500,0,0,0,1,0,0,0,0,0,1,1,0
683545,אשקלון,28,110,4,5,0,5800,0,0,1,1,1,1,0,1,1,0,1,0
683544,אשקלון,28,110,4,5,0,5800,0,0,1,1,1,1,0,1,1,0,1,0
683543,באר שבע,סנטרל פארק,130,4,2,1259,4200,0,0,1,1,1,1,0,1,1,0,1,0
683542,כפר סבא,קרית ספיר,105,4,1,1000,5650,0,0,0,1,1,0,1,0,0,1,0,1
683541,בת ים,רמת הנשיא,72,35,1,750,4000,0,1,0,1,1,0,1,0,0,0,1,0
683540,באר שבע,ו`,54,2,2,0,1800,0,1,0,0,1,0,1,0,1,1,1,0
683539,ירושלים,קרית יובל,30,2,1,0,2800,0,0,0,1,0,0,0,0,0,1,0,0
683538,בת ים,פארק הים,75,3,4,800,4500,1,0,0,1,1,0,0,0,0,1,1,1
683537,ירושלים,קרית יובל,30,2,1,0,2800,0,0,0,1,0,0,0,0,0,1,0,0
683536,תל אביב יפו,כיכר המדינה,96,4,0,500,11000,0,0,1,1,1,0,0,0,0,1,1,0
683534,ראשון לציון,המערב הותיק,72,3,2,615,4500,0,1,0,1,1,0,1,0,0,1,1,0
683533,ראשון לציון,המערב הותיק,72,3,0,615,4500,0,1,0,1,1,0,1,0,0,1,1,0
683532,קרית מוצקין,מוצקין הותיקה,80,35,1,850,2700,0,0,0,1,1,1,0,0,1,0,0,0
683531,קרית מוצקין,מוצקין הותיקה,80,3,1,850,2700,0,1,0,1,1,1,0,0,1,0,0,0
683528,תל אביב יפו,נווה עופר - תל כביר,60,3,1,473,5900,1,1,0,1,1,0,1,0,0,1,1,1
683527,נוף הגליל,שכונה דרומית,60,2,0,0,2000,0,1,0,1,1,1,1,0,0,0,0,0
683526,נוף הגליל,שכונה דרומית,60,2,0,0,2000,0,1,0,1,1,1,1,0,0,0,0,0
683525,באר שבע,ו,74,3,3,480,2300,1,1,0,1,1,0,0,0,0,0,1,0
683523,תל אביב ,המשתלה ,70,3,1,0,7000,1,0,1,1,1,1,1,1,0,0,1,1
683521,גני תקווה,גני תקווה,130,5,1,0,8000,0,0,1,1,1,1,0,1,1,0,1,1
683520,גני תקווה,גני תקווה,130,5,1,0,8000,0,0,1,1,1,1,0,1,1,0,1,1
683519,קרית ים,קרית ים ג',72,3,1,500,2500,0,0,0,1,0,0,1,0,1,1,1,1
683518,רחובות,צפון,110,4,5,1300,4700,1,0,1,1,1,1,0,0,0,0,0,1
683517,בת ים,הנביאים,70,3,3,0,4300,0,0,0,1,0,0,0,0,0,1,0,0
683516,עספיא,אלביאסא,60,2,0,200,2000,0,1,0,1,1,1,1,0,0,1,1,0
683515,חדרה,מרכז העיר,105,4,5,0,3300,0,0,1,1,1,0,0,0,0,0,1,0
683514,תל אביב יפו,פארק צמרת,78,3,1,0,9850,0,0,1,1,1,1,0,1,1,0,0,0
683513,פתח תקווה,עין גנים 83,100,45,2,1000,4300,0,0,1,1,1,0,1,0,1,1,1,0
683512,עלי זהב,לשם,137,5,1,0,4300,0,0,0,1,1,1,0,1,0,0,1,0
683511,תל אביב יפו,בבלי,115,4,5,0,9500,0,0,1,1,1,1,0,0,0,0,0,0
683510,תל אביב יפו,כרם התימנים,67,3,1,0,8900,1,0,1,1,1,0,1,0,0,1,1,1
683509,בני ברק,קרית הרצוג,60,2,1,0,3200,0,1,0,1,0,1,0,0,0,0,0,0
683508,פתח תקווה,מרכז,86,35,3,0,4400,0,1,0,1,0,0,0,0,0,0,0,0
683506,פתח תקווה,עין גנים83,100,45,2,1000,4300,0,0,1,1,1,0,1,0,1,1,1,0
683505,אור יהודה,בית בפארק,114,4,7,0,5700,0,0,1,1,1,1,0,1,1,1,1,0
683504,ראשון לציון,גן נחום,60,25,7,0,4300,0,1,1,1,0,1,1,0,0,1,1,0
683503,קריית ים,ג,72,3,1,500,2700,0,1,0,1,0,0,1,0,0,1,1,0
683502,עפולה,מרכז העיר,110,4,3,750,2200,1,0,0,1,1,0,0,0,1,0,1,0
683501,עפולה,מרכז העיר,110,4,3,750,2200,1,0,0,1,1,0,0,0,1,0,1,0
683500,תל אביב יפו,תל אביב צפון,22,1,0,150,3100,0,1,0,1,1,1,1,0,0,1,0,0
683499,באר שבע,רמות ב',110,4,4,0,3750,0,1,1,1,1,1,0,1,0,0,1,0
683498,חיפה,קרית אליעזר,90,4,2,0,2950,0,1,0,1,1,1,0,0,0,1,1,0
683497,חיפה,קרית אליהו ,90,4,2,0,3250,0,1,0,1,1,1,0,0,0,1,1,0
683496,חיפה,קרית אליהו,90,4,2,0,3250,0,1,0,1,1,1,0,0,0,1,1,0
683495,חיפה,קרית אליהו,90,4,2,0,3250,0,1,0,1,1,1,0,0,0,1,1,0
683494,אילת,יעלים,40,2,4,0,3100,0,1,0,1,1,0,0,0,0,1,0,0
683493,ירושלים,הגבעה הצרפתית,62,3,2,0,4500,1,0,1,1,1,0,0,0,0,0,1,0
683490,בת ים,רמת יוסף,70,3,2,0,3500,0,0,0,1,0,0,0,0,0,1,1,0
683489,בני ברק,פרדס כץ,,25,0,0,3500,0,1,0,1,0,0,0,0,0,0,0,0
683488,תל אביב יפו,יד אליהו,120,3,1,0,1200,0,1,1,1,1,1,0,0,0,1,1,0
683487,תל אביב יפו,נווה שאנן,30,2,0,0,3300,0,1,0,1,1,0,1,0,0,1,0,1
683486,תל אביב יפו,נווה שאנן,30,2,0,0,3600,0,1,0,1,1,0,1,0,0,0,0,1
683483,בית שמש,הגפן,72,3,1,0,3200,0,0,0,1,1,0,1,0,0,1,1,0
683482,תל אביב יפו,בבלי,60,25,0,0,6000,0,0,0,1,0,0,1,0,0,0,0,0
683481,אלעד,עליון,110,5,4,0,5200,0,0,1,1,0,1,1,1,0,1,1,0
683480,אלעד ,עליון,110,5,4,0,5200,0,0,1,1,0,1,1,1,0,1,1,0
683479,רמת גן,נגבה ,120,5,1,1300,7000,0,1,1,1,1,1,0,0,0,1,1,0
683478,רמת גן ,ביאליק ,78,4,2,600,6500,0,0,0,1,0,0,0,0,0,1,1,0
683477,קרית מוצקין,16,120,5,2,0,5000,0,1,1,1,1,1,1,1,1,1,1,0
683476,טירת כרמל,ביאליק,90,4,1,0,3400,0,0,0,1,1,0,0,0,0,1,1,0
683475,קרית מוצקין,מוצקין הותיקה,40,15,0,250,2000,1,0,0,1,1,0,0,0,0,1,0,1
683474,קרית מוצקין,מוצקין הוותיקה,40,15,0,250,2000,1,0,0,1,1,0,0,0,0,1,0,1
683473,תל אביב יפו,פלורנטין,25,1,0,0,3000,0,0,0,1,1,0,0,0,0,0,0,0
683469,יפו ד.,גבעת התמרים יפו .ד.,59,3,3,360,3800,1,1,0,1,0,0,0,0,0,0,1,1
683468,הרצליה,יד התשעה/ שביב,40,3,0,0,4000,0,0,0,0,0,0,1,0,0,1,1,1
683467,תל אביב יפו,כפר שלם,115,4,8,780,6700,1,0,1,1,1,1,0,0,0,1,1,1
683466,זכרון יעקב,חלומות זכרון,90,3,5,780,4300,0,1,1,1,1,1,0,0,0,0,1,0
683464,מעלות תרשיחא,מרכז,88,4,1,0,2500,0,0,0,1,1,0,0,0,0,1,1,0
683463,מעלות תרשיחא,מרכז,88,4,1,0,2500,0,0,0,1,1,0,0,0,0,1,1,0
683462,ירוחם,אלי כהן,64,3,2,0,1600,1,1,0,1,1,1,1,0,0,1,1,1
683461,חיפה,הדר הכרמל,70,2,2,400,2800,1,0,0,1,1,0,0,0,0,1,1,0
683460,רמלה,קרית האומנים - מצליח,119,4,2,0,5800,0,0,1,1,1,1,0,1,1,0,1,0
683459,רמלה,קרית האומנים - מצליח,119,4,2,0,5800,0,0,1,1,1,1,0,1,1,0,1,0
683458,פתח תקווה,מרכז,50,3,3,360,3300,0,1,1,1,1,1,0,0,0,1,1,0
683457,אשדוד,רובע ב,48,2,4,280,280,0,1,0,1,0,0,0,0,0,0,1,0
683456,פתח תקווה,מחנה יהודה,120,4,0,0,5200,0,0,1,1,1,1,0,0,1,1,1,0
683455,פתח תקווה,מרכז,50,3,3,360,3300,1,1,1,1,1,1,0,0,0,1,1,0
683451,ראשון לציון,גני ראשון,120,4,1,500,7800,0,1,1,1,1,1,0,1,0,1,1,1
683450,חיפה,בת גלים,55,3,1,450,2790,0,1,0,1,1,1,0,0,0,1,1,0
683449,חיפה,בת גלים,55,3,1,450,2790,0,1,0,1,1,1,0,0,0,1,1,0
683448,אילת,צאלים,50,2,3,295,3000,0,1,1,1,1,0,0,0,0,0,1,0
683446,קרית טבעון,קרית עמל,70,3,1,550,3500,1,1,0,1,1,0,1,0,0,1,1,1
683445,קרית טבעון,קרית עמל,70,3,1,550,3500,1,1,0,1,1,0,1,0,0,1,1,1
683444,ראשון לציון,ראשון מרכז,50,2,3,0,3800,0,1,1,1,0,1,0,1,0,1,1,0
683443,חיפה ,עיר תחתית ,60,3,8,0,3200,1,1,1,1,1,1,0,1,0,0,0,1
683442,חיפה,העיר התחתית,60,3,0,0,3200,1,1,1,1,0,1,0,1,0,0,0,0
683441,נתניה,נאות שקד - אזורים,60,3,4,360,3500,0,1,0,1,1,0,0,0,0,1,1,0
683440,בת ים,פארק הים,75,3,4,800,4799,1,0,0,1,1,0,0,0,0,1,1,1
683437,ראשון לציון,מרכז,38,2,3,0,409,1,1,1,1,1,0,0,0,0,1,0,0
683435,גבעתיים,קרית יוסף,55,2,1,440,4800,0,0,0,1,0,0,0,0,0,0,0,0
683434,קרית חיים,27,54,3,2,298,266,0,0,0,0,0,0,1,0,0,1,0,0
683433,תל אביב יפו,הארגזים,112,4,1,730,7500,0,1,1,1,1,1,1,1,0,1,0,0
683432,אשדוד,"י""א ",80,3,2,750,4500,0,0,1,1,1,1,0,1,0,1,0,1
683431,ראשון לציון,כצנלסון,100,4,3,800,5430,1,1,1,1,1,1,0,0,0,1,1,0
683430,באר יעקב,פארק המושבה,134,45,6,0,6500,0,1,1,1,1,1,1,1,1,1,0,0
683429,רחובות,צפון מזרח,92,4,1,1180,4700,1,0,1,1,1,0,0,0,0,1,0,1
683428,תל אביב יפו,צפון ישן תל אביב ,50,25,2,0,9100,0,1,0,1,0,1,0,0,0,1,1,0
683427,תל אביב יפו,צפון ישן תל אביב ,50,25,2,0,9100,0,1,0,1,0,1,0,0,0,1,1,0
683426,באר שבע,ו׳ החדשה,94,3,2,790,3000,0,1,1,1,1,1,0,1,0,1,1,0
683425,בת ים,עמידר,135,45,2,1500,5700,0,1,0,1,0,1,1,0,0,1,1,0
683424,אשקלון,עיר ימים,106,4,6,0,4800,0,1,1,1,1,1,0,1,1,0,1,0
683422,ראשון לציון,הרקפות,112,5,5,900,4800,0,0,1,1,1,1,1,1,1,0,1,0
683421,ראשון לציון,הרקפות,112,5,5,900,4800,0,0,1,1,1,1,1,1,1,0,1,0
683418,בני ברק,קרית הרצוג,40,2,1,0,3200,0,0,0,1,0,0,0,0,0,0,0,0
683417,ראשון לציון,נאות שקמה,72,3,1,0,5700,1,1,1,1,1,1,1,1,1,1,1,1
683416,אבו גוש,עבד אלרחמן,45,15,1,0,2000,0,1,0,1,1,0,1,0,0,1,0,0
683413,מעלה אדומים,המצדים,75,2,0,0,3500,0,1,0,1,0,1,0,0,0,1,1,0
683412,חיפה,הדר,28,15,2,300,1750,0,1,0,1,1,1,0,0,0,0,1,0
683411,ראשון לציון,רמבם,120,4,1,0,5200,0,0,1,1,1,1,0,1,0,1,1,0
683410,נהריה,מרכז העיר,100,4,2,600,4000,0,1,0,1,1,0,1,0,0,1,1,1
683408,רחובות,מרכז העיר,72,3,2,0,4400,0,0,0,1,1,0,0,0,0,1,0,0
683405,באר שבע,ו`,76,3,0,562,2600,0,1,0,1,1,1,1,0,0,0,1,0
683403,תל אביב יפו,לב העיר,150,2,0,0,1200,0,0,0,1,0,1,1,0,0,0,0,0
683402,חיפה,תל עמל,60,2,0,0,2850,0,1,0,1,0,0,1,0,0,1,1,0
683401,נצרת עילית,רסקו,40,2,0,400,1800,0,0,0,1,1,0,0,0,0,1,0,0
683400,ראשון לציון,שיכוני המזרח,50,25,1,0,3200,0,0,0,0,1,0,0,0,0,1,1,0
683397,באר שבע,א,98,4,4,700,3000,0,1,1,1,1,0,0,0,0,1,1,1
683396,חולון,אגרובנק,80,3,3,850,4250,0,1,0,1,0,1,1,0,1,0,1,0
683395,באר שבע,א',98,4,4,700,3000,0,1,1,1,1,0,0,0,0,1,1,1
683394,אזור,אזור תעשייה,134,5,1,1300,7200,0,0,1,1,1,1,1,1,0,1,0,0
683393,בת ים,דרום מערב,70,25,4,780,3990,0,1,0,1,1,0,1,0,1,1,1,1
683391,רמת גן,נחלת גנים,90,3,0,0,5600,1,1,1,1,1,1,1,0,1,1,1,0
683387,תל אביב יפו,הצפון הישן,65,25,0,0,6300,0,0,0,1,0,0,1,0,0,0,1,1
683386,ירושלים,קטמון הישנה,60,3,0,0,2500,0,0,0,0,1,0,1,0,0,0,1,1
683385,שדרות,נאות הדקל,130,4,2,0,3750,0,0,1,1,1,1,0,1,0,0,1,0
683384,ירושלים,קטמון הישנה,60,3,0,0,2500,0,0,0,0,0,0,0,0,0,0,1,1
683380,ראשון לציון,שיכוני המזרח,45,25,1,0,3200,0,1,0,1,1,0,0,0,0,1,1,0
683379,תל אביב יפו,צפון הישן,46,25,2,0,9100,0,1,0,1,1,1,0,0,0,1,0,0
683378,ראשון לציון,מישור הנוף,196,7,9,2200,8400,0,0,1,1,1,1,1,1,1,1,1,0
683370,פתח תקווה,פתח תקוה,80,3,3,950,3500,0,1,0,1,1,1,0,0,0,1,1,0
683369,שדרות,בן גוריון,104,4,1,0,2700,1,1,0,1,1,1,1,1,0,0,1,1
683368,גבעתיים,שיינקין,75,25,0,650,5500,0,0,0,1,0,0,0,0,0,0,0,0
683367,בת ים,קרית באבוב,75,3,1,700,4000,1,0,0,1,1,0,1,0,0,1,1,1
683362,רמת גן,הגפן,75,3,1,570,5970,0,1,0,1,1,1,0,0,0,0,1,1
683361,בת ים,רמת יוסף,70,45,3,750,4500,0,1,0,1,0,0,1,0,0,1,1,1
683360,ערד,לבאות,61,3,4,700,1800,0,1,0,1,1,0,1,0,0,1,1,0
683359,בת ים,מרכז,108,5,5,1200,5000,0,0,1,1,1,0,0,0,1,1,1,0
683358,אשקלון,שמשון,40,15,2,0,2000,0,0,0,1,1,0,0,0,0,1,1,0
683357,רמת גן,רמת עמידר,28,1,1,0,2900,0,1,0,1,1,0,1,0,0,1,1,0
683356,רמת גן,רמת עמידר,28,1,1,0,2900,0,1,0,1,1,0,1,0,0,1,1,0
683355,מעלה עמוס,מעלה עמוס,92,3,1,0,2100,0,0,0,1,1,1,1,1,1,1,1,0
683353,מרינה הרצליה ,הרצליה מרינה אוקיאנוס ,110,4,1,1500,17000,1,1,1,1,1,1,0,1,0,1,0,0
683352,ראשון לציון,הרמבם,130,4,1,800,4500,0,0,0,1,1,1,1,0,1,0,1,0
683351,חריש,בצוותא,78,3,2,0,2800,0,0,1,1,1,1,0,1,1,0,1,0
683350,הרצליה,הרצליה הצעירה,100,3,7,650,6000,0,1,1,1,1,0,0,0,0,1,1,1
683349,תל אביב יפו,צהלון,50,2,2,0,4200,0,1,0,1,1,0,1,0,0,1,0,0
683348,חדרה,מרכז העיר,70,3,1,530,3300,0,0,0,1,0,0,0,0,0,1,0,1
683347,חדרה,מרכז העיר,70,3,1,530,3300,0,0,0,1,1,0,0,0,0,0,1,1
683346,חדרה,מרכז העיר,70,3,1,530,3300,0,0,0,1,1,0,0,0,0,0,1,1
683344,חדרה,מרכז העיר,70,3,1,530,3300,0,0,0,0,1,0,0,0,0,0,1,1
683343,חדרה,מרכז,85,3,2,750,2900,0,0,1,1,1,0,0,0,0,1,0,0
683341,אריאל,ג,45,2,-1,0,2850,0,0,0,1,1,0,1,0,0,1,1,1
683339,תל אביב יפו,הדר יוסף,30,15,0,0,3000,0,0,0,1,0,0,1,0,0,0,0,1
683338,ירושלים,גאולה,80,1,-1,0,5,0,0,0,1,0,0,0,0,0,0,0,0
683337,תל אביב יפו,כרם התימנים,15,1,0,0,2800,0,0,0,1,0,1,1,0,0,0,0,0
683336,תל אביב יפו,בבלי,65,3,3,0,5700,1,0,0,1,1,1,0,0,0,0,1,0
683335,תל אביב יפו,בבלי,65,3,3,0,5700,1,0,0,1,1,1,0,0,0,0,1,0
683333,באר שבע,ג,54,2,0,0,2000,0,1,1,1,1,0,0,0,0,0,0,0
683332,בית שמש,רמת בית שמש א',120,6,4,0,6700,0,1,1,1,1,1,1,1,1,1,1,0
683331,גני תקווה,גבעת סביון,95,4,3,600,4400,0,1,0,1,1,0,1,0,0,1,1,0
683330,בת ים,עמידר,85,25,1,0,4300,1,0,0,1,1,0,1,0,0,1,1,0
683329,באר שבע,ו`,110,4,1,0,3000,0,1,0,1,1,0,1,0,1,1,1,0
683318,פתח תקווה,המרכז השקט,70,3,1,0,4000,0,1,0,1,1,1,0,0,0,1,1,0
683305,אשקלון,עתיקות,95,4,0,465,3200,0,1,1,1,1,1,0,1,0,0,0,1
683301,קרית טבעון,קרית עמל,70,3,1,600,3500,1,1,0,1,1,0,1,0,1,1,1,1
683300,טבריה,מורדות טבריה ,138,4,0,850,3500,0,0,0,1,1,1,1,1,1,1,1,0
683299,נתיבות,נתיבות מערב,110,4,1,0,3500,0,0,1,1,1,1,0,1,1,0,1,0
683298,גבעת שמואל,רמת אילן,110,45,6,0,5500,0,0,1,1,1,0,0,0,0,1,0,0
683297,גבעת שמואל,רמת אילן,110,45,6,0,5500,0,0,1,1,1,0,0,0,0,1,0,0
683295,באר שבע,שכונה ג,62,3,0,400,2700,0,1,0,1,0,0,1,0,0,1,1,0
683294,חדרה,מרכז העיר,100,4,2,780,3700,0,0,1,1,1,0,0,0,0,1,1,0
683293,הרצליה,הרצליה הירוקה,12,1,0,0,2000,0,1,0,1,1,0,0,0,0,1,1,0
683292,קרית מוצקין,מוצקין הותיקה,70,3,2,640,2700,0,0,1,1,1,0,0,0,1,0,0,0
683291,ראשון לציון,קרית כרמים,110,4,0,1030,6000,0,0,0,0,0,0,0,0,0,0,0,0
683290,קרית מוצקין,מוצקין הותיקה,55,25,0,450,2600,0,1,0,1,1,0,1,0,0,1,1,1
683289,באר שבע,ג,125,4,1,0,3800,1,1,1,1,1,1,0,1,1,1,0,1
683288,בת ים,רמת הנשיא,70,3,4,750,4000,0,1,0,1,1,0,1,0,0,1,1,0
683286,קרית מוצקין,מוצקין הותיקה,80,3,4,600,1800,1,1,0,1,1,1,0,0,0,0,1,0
683284,בת ים,עמידר,55,2,2,0,3300,0,0,0,1,1,1,1,0,0,1,1,0
683283,בת ים,עמידר ,55,2,2,0,3300,0,0,0,1,1,1,1,0,0,1,1,0
683282,בת ים,64,100,4,3,1000,2650,1,1,0,1,1,0,0,0,1,1,1,0
683280,לוד,נווה זית,70,3,4,400,2800,0,1,0,1,0,0,0,0,0,0,1,1
683279,לוד,נווה זית,70,3,4,400,2800,0,1,0,1,0,0,0,0,0,0,1,1
683278,באר שבע,ה,27,2,0,270,1850,0,1,0,1,1,0,0,0,0,0,0,0
683276,ירושלים,תלפיות,110,5,1,1000,5300,0,0,0,1,1,1,0,0,0,0,0,0
683275,באר שבע,יא,65,3,4,500,2500,1,1,0,1,1,0,0,0,0,0,1,1
683274,באר שבע,יא,65,3,4,500,2650,1,1,0,1,1,0,0,0,0,0,1,1
683273,ירושלים,נחלאות,25,15,0,150,3500,0,1,0,1,0,1,1,0,0,1,1,1
683272,טירת כרמלכרמל ,שרת ,60,3,4,0,2350,0,0,0,1,1,0,0,0,0,1,1,0
683271,רמת גן,הבורסה,89,3,3,1100,9500,1,1,1,1,1,1,0,1,1,0,0,0
683270,אשדוד,2,82,3,3,0,3500,0,0,0,1,1,0,1,0,0,0,1,0
683269,חריש,בצוותא,124,5,1,0,2500,0,0,1,1,1,1,0,1,1,1,0,0
683268,בת ים,מרכז,30,15,0,0,2500,0,1,0,1,1,1,1,0,0,1,0,1
683267,רמת גן,מתחם הבורסה,150,6,1,1100,10500,1,1,1,1,1,1,0,1,1,1,0,1
683265,תל אביב יפו,יפו ד` - גבעת התמרים,70,3,6,0,3800,1,0,1,1,1,0,0,0,0,0,1,1
683262,בת ים,מרכז,80,3,3,0,3800,0,1,0,1,1,1,1,0,0,1,1,0
683261,רמת גן,תל בנימין,140,55,0,1600,10500,0,0,0,1,1,1,0,0,0,0,0,0
683260,קציר חריש,בצוותא,124,5,1,0,2500,0,0,1,1,1,1,0,1,1,0,0,0
683259,נצרת עילית,הר יונה,90,3,0,590,3000,0,1,1,1,1,1,0,1,0,0,1,0
683258,ראשו,מרכז העיר,100,3,1,700,3800,0,0,0,1,1,0,0,0,0,1,1,0
683257,ראשון לציון,מרכז העיר,100,3,1,700,3800,0,0,0,1,1,0,0,0,0,1,1,0
683256,ראש העין,נופרים,145,5,1,750,2200,1,1,1,1,1,1,0,1,1,0,1,0
683255,בני ברק,צפון,75,3,5,0,4500,0,1,1,1,0,0,1,1,1,1,1,0
683252,אילת,אופיר,50,2,1,335,3000,0,1,0,1,1,0,0,0,0,1,0,0
683249,הרצליה,הרצליה הירוקה,150,5,0,0,8500,0,0,1,1,1,1,0,1,1,0,1,0
683248,גבעת שמואל,רמת הדר,110,5,4,1000,6000,0,0,1,1,1,1,0,1,1,0,0,1
683247,בית שמש ,רמה ד',90,4,0,0,3500,0,0,1,1,0,1,1,1,0,1,1,0
683246,קרית ים,קרית ים א',101,4,6,850,3900,0,0,1,1,1,1,0,0,1,1,1,0
683244,רמת גן,עלית,89,4,2,1200,7000,1,1,1,1,1,0,1,0,0,0,1,0
